case_id,customer_id,case_type,created_date,lookback_days,case_age_days,reviewed_txn_count,reviewed_amount,high_risk_txn_count,red_flag_count,primary_red_flag,case_risk_score,priority,disposition,sar_flag,customer_name,customer_type,country,kyc_risk,pep_flag,expected_monthly_volume,investigation_summary,sar_decision_reason
CASE0142,CUST10454,Structuring / Cash Activity,2026-08-17,90,8,40,90979.89,7,4,Unusual Volume,61,High,Close - No Suspicion,0,Customer 0455,Individual,United States,Low,0,20520.57,Reviewed 40 transactions over a 90-day lookback. Observed unusual volume indicators and 7 high-risk transactions. Customer KYC risk is low with case risk score 61.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0143,CUST10618,Structuring / Cash Activity,2026-09-04,30,37,11,18838.2,1,2,Funnel Activity,51,Moderate,Close - No Suspicion,0,Customer 0619,Individual,United States,Low,0,41283.82,Reviewed 11 transactions over a 30-day lookback. Observed funnel activity indicators and 1 high-risk transactions. Customer KYC risk is low with case risk score 51.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0144,CUST10292,Unusual Volume Increase,2026-01-22,30,20,48,65771.35,8,7,Structuring,71,Critical,SAR Recommended,1,Customer 0293,Individual,United States,Moderate,0,1334.69,Reviewed 48 transactions over a 30-day lookback. Observed structuring indicators and 8 high-risk transactions. Customer KYC risk is moderate with case risk score 71.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0145,CUST10093,Structuring / Cash Activity,2026-06-20,30,31,12,91848.32,3,1,Rapid Movement,61,Moderate,Escalate for Additional Review,0,Customer 0094,Individual,Turkey,Moderate,0,6308.21,Reviewed 12 transactions over a 30-day lookback. Observed rapid movement indicators and 3 high-risk transactions. Customer KYC risk is moderate with case risk score 61.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0146,CUST10744,Business Activity Inconsistent with Profile,2026-08-30,60,45,11,58382.31,1,0,Unusual Volume,41,Low,Close - No Suspicion,0,Customer 0745,Individual,United States,Low,0,20411.85,Reviewed 11 transactions over a 60-day lookback. Observed unusual volume indicators and 1 high-risk transactions. Customer KYC risk is low with case risk score 41.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0147,CUST10088,Structuring / Cash Activity,2026-06-29,60,28,19,125942.05,4,3,Structuring,43,Low,SAR Recommended,1,Customer 0089,Individual,United States,Low,0,23061.42,Reviewed 19 transactions over a 60-day lookback. Observed structuring indicators and 4 high-risk transactions. Customer KYC risk is low with case risk score 43.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0148,CUST10617,Rapid Movement of Funds,2026-05-27,180,17,68,27748.41,14,2,Structuring,56,Moderate,SAR Filed,1,Customer 0618,Individual,Canada,Low,0,6585.59,Reviewed 68 transactions over a 180-day lookback. Observed structuring indicators and 14 high-risk transactions. Customer KYC risk is low with case risk score 56.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0149,CUST10534,Unusual Volume Increase,2026-03-15,90,43,102,461401.88,5,4,Rapid Movement,46,High,Escalate for Additional Review,0,Customer 0535,Business,United States,Low,0,8344.23,Reviewed 102 transactions over a 90-day lookback. Observed rapid movement indicators and 5 high-risk transactions. Customer KYC risk is low with case risk score 46.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0150,CUST10824,P2P / Funnel Activity,2026-01-23,30,12,88,87394.84,6,2,Structuring,54,Moderate,Close - No Suspicion,0,Customer 0825,Individual,Turkey,Low,0,5553.0,Reviewed 88 transactions over a 30-day lookback. Observed structuring indicators and 6 high-risk transactions. Customer KYC risk is low with case risk score 54.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0151,CUST10531,P2P / Funnel Activity,2026-07-16,60,23,40,94791.33,4,2,Unusual Volume,56,Moderate,Escalate for Additional Review,0,Customer 0532,Individual,United States,Moderate,0,30777.75,Reviewed 40 transactions over a 60-day lookback. Observed unusual volume indicators and 4 high-risk transactions. Customer KYC risk is moderate with case risk score 56.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0152,CUST10314,Business Activity Inconsistent with Profile,2026-05-04,60,26,119,70283.29,28,2,Activity Inconsistent with Profile,61,Moderate,Escalate for Additional Review,0,Customer 0315,Business,China,Low,0,2124.21,Reviewed 119 transactions over a 60-day lookback. Observed activity inconsistent with profile indicators and 28 high-risk transactions. Customer KYC risk is low with case risk score 61.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0153,CUST10096,Structuring / Cash Activity,2026-03-19,30,16,45,850202.94,19,2,Unusual Volume,55,Moderate,Escalate for Additional Review,0,Customer 0097,Individual,Canada,Low,0,25901.08,Reviewed 45 transactions over a 30-day lookback. Observed unusual volume indicators and 19 high-risk transactions. Customer KYC risk is low with case risk score 55.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0154,CUST10764,Business Activity Inconsistent with Profile,2026-07-14,60,40,42,59004.92,4,5,Unusual Volume,55,High,SAR Filed,1,Customer 0765,Individual,India,Low,0,2639.82,Reviewed 42 transactions over a 60-day lookback. Observed unusual volume indicators and 4 high-risk transactions. Customer KYC risk is low with case risk score 55.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0155,CUST10023,Structuring / Cash Activity,2026-04-04,180,27,41,386986.14,6,6,Rapid Movement,45,Critical,Close - No Suspicion,0,Customer 0024,Business,United States,Low,0,11155.26,Reviewed 41 transactions over a 180-day lookback. Observed rapid movement indicators and 6 high-risk transactions. Customer KYC risk is low with case risk score 45.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0156,CUST10284,Business Activity Inconsistent with Profile,2026-01-16,90,13,15,128247.55,2,1,Funnel Activity,51,Moderate,SAR Recommended,1,Customer 0285,Individual,United Kingdom,Low,1,14983.56,Reviewed 15 transactions over a 90-day lookback. Observed funnel activity indicators and 2 high-risk transactions. Customer KYC risk is low with case risk score 51.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0157,CUST10806,High-Risk Wires,2026-02-07,60,6,108,27302.27,19,1,High-Risk Jurisdiction,75,High,Escalate for Additional Review,0,Customer 0807,Individual,United States,Moderate,0,31658.84,Reviewed 108 transactions over a 60-day lookback. Observed high-risk jurisdiction indicators and 19 high-risk transactions. Customer KYC risk is moderate with case risk score 75.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0158,CUST10883,Structuring / Cash Activity,2026-05-22,30,25,87,64496.89,19,6,Structuring,67,Critical,Close - No Suspicion,0,Customer 0884,Individual,China,Low,0,19602.97,Reviewed 87 transactions over a 30-day lookback. Observed structuring indicators and 19 high-risk transactions. Customer KYC risk is low with case risk score 67.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0159,CUST10107,Business Activity Inconsistent with Profile,2026-02-06,180,5,67,234098.3,0,1,Activity Inconsistent with Profile,79,High,SAR Recommended,1,Customer 0108,Individual,Mexico,Moderate,0,14880.29,Reviewed 67 transactions over a 180-day lookback. Observed activity inconsistent with profile indicators and 0 high-risk transactions. Customer KYC risk is moderate with case risk score 79.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0160,CUST10899,Rapid Movement of Funds,2026-05-19,180,33,113,10340.28,29,2,High-Risk Jurisdiction,54,Moderate,Escalate for Additional Review,0,Customer 0900,Individual,Russia,High,0,27740.71,Reviewed 113 transactions over a 180-day lookback. Observed high-risk jurisdiction indicators and 29 high-risk transactions. Customer KYC risk is high with case risk score 54.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0161,CUST10763,Unusual Volume Increase,2026-07-09,90,5,23,58674.46,3,0,Structuring,59,Moderate,Close - No Suspicion,0,Customer 0764,Individual,China,Low,0,3339.66,Reviewed 23 transactions over a 90-day lookback. Observed structuring indicators and 3 high-risk transactions. Customer KYC risk is low with case risk score 59.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0162,CUST10466,Business Activity Inconsistent with Profile,2026-02-17,30,44,117,678500.54,27,1,Structuring,46,Low,SAR Recommended,1,Customer 0467,Individual,United States,High,0,39408.23,Reviewed 117 transactions over a 30-day lookback. Observed structuring indicators and 27 high-risk transactions. Customer KYC risk is high with case risk score 46.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0163,CUST10462,Business Activity Inconsistent with Profile,2026-08-04,60,44,24,40084.66,5,2,Unusual Volume,60,Moderate,Escalate for Additional Review,0,Customer 0463,Individual,India,Low,0,99960.31,Reviewed 24 transactions over a 60-day lookback. Observed unusual volume indicators and 5 high-risk transactions. Customer KYC risk is low with case risk score 60.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0164,CUST10286,P2P / Funnel Activity,2026-06-10,180,2,26,26890.77,4,2,Funnel Activity,76,High,SAR Recommended,1,Customer 0287,Individual,Russia,Moderate,0,4597.27,Reviewed 26 transactions over a 180-day lookback. Observed funnel activity indicators and 4 high-risk transactions. Customer KYC risk is moderate with case risk score 76.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0165,CUST10725,High-Risk Wires,2026-07-24,90,34,50,79434.43,0,4,High-Risk Jurisdiction,56,High,Escalate for Additional Review,0,Customer 0726,Business,United States,Low,0,13194.38,Reviewed 50 transactions over a 90-day lookback. Observed high-risk jurisdiction indicators and 0 high-risk transactions. Customer KYC risk is low with case risk score 56.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0166,CUST10772,Unusual Volume Increase,2026-03-04,90,29,69,180968.94,12,3,Unusual Volume,49,Low,Close - No Suspicion,0,Customer 0773,Individual,United States,Moderate,0,6744.78,Reviewed 69 transactions over a 90-day lookback. Observed unusual volume indicators and 12 high-risk transactions. Customer KYC risk is moderate with case risk score 49.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0167,CUST10125,Business Activity Inconsistent with Profile,2026-06-25,90,10,19,12184.11,0,2,Rapid Movement,41,Low,Escalate for Additional Review,0,Customer 0126,Individual,United States,Low,0,21606.41,Reviewed 19 transactions over a 90-day lookback. Observed rapid movement indicators and 0 high-risk transactions. Customer KYC risk is low with case risk score 41.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0168,CUST10750,Business Activity Inconsistent with Profile,2026-03-17,60,36,99,19720.46,21,3,Activity Inconsistent with Profile,50,Moderate,Escalate for Additional Review,0,Customer 0751,Individual,India,Moderate,0,12241.29,Reviewed 99 transactions over a 60-day lookback. Observed activity inconsistent with profile indicators and 21 high-risk transactions. Customer KYC risk is moderate with case risk score 50.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0169,CUST10632,Business Activity Inconsistent with Profile,2026-07-04,90,9,23,30189.5,3,3,Activity Inconsistent with Profile,71,High,Close - No Suspicion,0,Customer 0633,Business,United Arab Emirates,High,0,9248.9,Reviewed 23 transactions over a 90-day lookback. Observed activity inconsistent with profile indicators and 3 high-risk transactions. Customer KYC risk is high with case risk score 71.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0170,CUST10815,Unusual Volume Increase,2026-07-23,60,45,109,42237.61,9,4,Structuring,58,High,Escalate for Additional Review,0,Customer 0816,Individual,Nigeria,Low,0,2050.42,Reviewed 109 transactions over a 60-day lookback. Observed structuring indicators and 9 high-risk transactions. Customer KYC risk is low with case risk score 58.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0171,CUST10776,Rapid Movement of Funds,2026-01-27,180,31,22,90452.43,3,1,High-Risk Jurisdiction,46,Low,Close - No Suspicion,0,Customer 0777,Individual,United Kingdom,Moderate,0,6587.72,Reviewed 22 transactions over a 180-day lookback. Observed high-risk jurisdiction indicators and 3 high-risk transactions. Customer KYC risk is moderate with case risk score 46.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0172,CUST10243,Structuring / Cash Activity,2026-01-05,30,7,103,192105.02,0,4,Funnel Activity,41,High,Escalate for Additional Review,0,Customer 0244,Individual,United States,Moderate,0,7032.74,Reviewed 103 transactions over a 30-day lookback. Observed funnel activity indicators and 0 high-risk transactions. Customer KYC risk is moderate with case risk score 41.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0173,CUST10040,Structuring / Cash Activity,2026-01-11,30,33,44,92726.02,4,1,Structuring,57,Moderate,Escalate for Additional Review,0,Customer 0041,Individual,Canada,Low,0,9975.13,Reviewed 44 transactions over a 30-day lookback. Observed structuring indicators and 4 high-risk transactions. Customer KYC risk is low with case risk score 57.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0174,CUST10311,Structuring / Cash Activity,2026-04-09,60,26,18,9975.79,4,0,Activity Inconsistent with Profile,49,Low,Close - No Suspicion,0,Customer 0312,Individual,Turkey,Low,0,15104.5,Reviewed 18 transactions over a 60-day lookback. Observed activity inconsistent with profile indicators and 4 high-risk transactions. Customer KYC risk is low with case risk score 49.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0175,CUST10391,Rapid Movement of Funds,2026-07-11,180,45,37,33561.19,6,2,Unusual Volume,79,High,Escalate for Additional Review,0,Customer 0392,Business,United States,Moderate,0,12330.07,Reviewed 37 transactions over a 180-day lookback. Observed unusual volume indicators and 6 high-risk transactions. Customer KYC risk is moderate with case risk score 79.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0176,CUST10769,Rapid Movement of Funds,2026-07-07,90,29,37,20684.4,7,6,Activity Inconsistent with Profile,47,Critical,Escalate for Additional Review,0,Customer 0770,Individual,United States,Moderate,0,6452.82,Reviewed 37 transactions over a 90-day lookback. Observed activity inconsistent with profile indicators and 7 high-risk transactions. Customer KYC risk is moderate with case risk score 47.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0177,CUST10840,Unusual Volume Increase,2026-01-17,60,16,99,12058.18,10,2,Unusual Volume,73,High,Close - No Suspicion,0,Customer 0841,Individual,United States,Low,0,24263.3,Reviewed 99 transactions over a 60-day lookback. Observed unusual volume indicators and 10 high-risk transactions. Customer KYC risk is low with case risk score 73.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0178,CUST10554,Unusual Volume Increase,2026-08-15,30,1,29,16120.35,6,4,Unusual Volume,40,High,SAR Recommended,1,Customer 0555,Business,China,Moderate,0,1399.44,Reviewed 29 transactions over a 30-day lookback. Observed unusual volume indicators and 6 high-risk transactions. Customer KYC risk is moderate with case risk score 40.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0179,CUST10695,High-Risk Wires,2026-03-19,90,18,58,9884.02,11,0,Rapid Movement,51,Moderate,SAR Filed,1,Customer 0696,Individual,United Arab Emirates,High,0,30850.42,Reviewed 58 transactions over a 90-day lookback. Observed rapid movement indicators and 11 high-risk transactions. Customer KYC risk is high with case risk score 51.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0180,CUST10055,Structuring / Cash Activity,2026-02-15,60,24,64,74965.18,5,0,High-Risk Jurisdiction,73,High,Close - No Suspicion,0,Customer 0056,Individual,Canada,Moderate,0,2696.17,Reviewed 64 transactions over a 60-day lookback. Observed high-risk jurisdiction indicators and 5 high-risk transactions. Customer KYC risk is moderate with case risk score 73.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0181,CUST10321,High-Risk Wires,2026-07-23,90,29,110,272552.25,25,4,Activity Inconsistent with Profile,65,High,SAR Filed,1,Customer 0322,Individual,United Kingdom,Low,0,14078.9,Reviewed 110 transactions over a 90-day lookback. Observed activity inconsistent with profile indicators and 25 high-risk transactions. Customer KYC risk is low with case risk score 65.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0182,CUST10192,High-Risk Wires,2026-03-05,60,14,100,227408.66,13,3,Structuring,54,Moderate,Close - No Suspicion,0,Customer 0193,Individual,United States,Low,0,20255.59,Reviewed 100 transactions over a 60-day lookback. Observed structuring indicators and 13 high-risk transactions. Customer KYC risk is low with case risk score 54.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0183,CUST10873,Business Activity Inconsistent with Profile,2026-07-20,90,23,85,20199.58,15,3,Rapid Movement,67,High,Close - No Suspicion,0,Customer 0874,Individual,India,Moderate,0,21775.77,Reviewed 85 transactions over a 90-day lookback. Observed rapid movement indicators and 15 high-risk transactions. Customer KYC risk is moderate with case risk score 67.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0184,CUST10038,Business Activity Inconsistent with Profile,2026-04-14,60,28,34,95872.63,2,1,Rapid Movement,37,Low,Close - No Suspicion,0,Customer 0039,Individual,United States,Low,0,5250.05,Reviewed 34 transactions over a 60-day lookback. Observed rapid movement indicators and 2 high-risk transactions. Customer KYC risk is low with case risk score 37.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0185,CUST10783,Rapid Movement of Funds,2026-06-11,90,34,82,24123.31,22,1,Funnel Activity,39,Low,Close - No Suspicion,0,Customer 0784,Individual,United Arab Emirates,Low,0,2594.51,Reviewed 82 transactions over a 90-day lookback. Observed funnel activity indicators and 22 high-risk transactions. Customer KYC risk is low with case risk score 39.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0186,CUST10033,P2P / Funnel Activity,2026-07-27,30,7,112,39845.3,1,4,Activity Inconsistent with Profile,48,High,Close - No Suspicion,0,Customer 0034,Individual,Nigeria,Moderate,0,2359.02,Reviewed 112 transactions over a 30-day lookback. Observed activity inconsistent with profile indicators and 1 high-risk transactions. Customer KYC risk is moderate with case risk score 48.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0187,CUST10039,Business Activity Inconsistent with Profile,2026-05-02,60,20,55,9433.6,2,1,Funnel Activity,48,Low,Escalate for Additional Review,0,Customer 0040,Business,United States,Moderate,0,4314.56,Reviewed 55 transactions over a 60-day lookback. Observed funnel activity indicators and 2 high-risk transactions. Customer KYC risk is moderate with case risk score 48.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0188,CUST10894,Structuring / Cash Activity,2026-02-06,90,2,36,65708.85,3,2,High-Risk Jurisdiction,65,High,Close - No Suspicion,0,Customer 0895,Individual,China,Low,0,20501.97,Reviewed 36 transactions over a 90-day lookback. Observed high-risk jurisdiction indicators and 3 high-risk transactions. Customer KYC risk is low with case risk score 65.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0189,CUST10708,High-Risk Wires,2026-07-13,60,4,89,129134.26,7,2,Funnel Activity,41,Low,Close - No Suspicion,0,Customer 0709,Business,United States,Moderate,0,11652.96,Reviewed 89 transactions over a 60-day lookback. Observed funnel activity indicators and 7 high-risk transactions. Customer KYC risk is moderate with case risk score 41.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0190,CUST10680,Structuring / Cash Activity,2026-07-09,30,9,98,28426.32,18,4,Funnel Activity,40,High,SAR Filed,1,Customer 0681,Individual,Turkey,Moderate,0,19368.97,Reviewed 98 transactions over a 30-day lookback. Observed funnel activity indicators and 18 high-risk transactions. Customer KYC risk is moderate with case risk score 40.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0191,CUST10226,P2P / Funnel Activity,2026-05-31,180,26,13,133364.64,0,3,Activity Inconsistent with Profile,56,Moderate,Close - No Suspicion,0,Customer 0227,Individual,Nigeria,Moderate,0,4684.66,Reviewed 13 transactions over a 180-day lookback. Observed activity inconsistent with profile indicators and 0 high-risk transactions. Customer KYC risk is moderate with case risk score 56.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0192,CUST10280,Business Activity Inconsistent with Profile,2026-02-05,60,28,45,308726.22,7,3,Unusual Volume,74,High,SAR Recommended,1,Customer 0281,Individual,United Kingdom,Low,0,11555.76,Reviewed 45 transactions over a 60-day lookback. Observed unusual volume indicators and 7 high-risk transactions. Customer KYC risk is low with case risk score 74.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0193,CUST10604,P2P / Funnel Activity,2026-07-17,90,29,99,41480.07,21,2,Activity Inconsistent with Profile,52,Moderate,SAR Filed,1,Customer 0605,Individual,United States,Low,0,24335.77,Reviewed 99 transactions over a 90-day lookback. Observed activity inconsistent with profile indicators and 21 high-risk transactions. Customer KYC risk is low with case risk score 52.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0194,CUST10701,Unusual Volume Increase,2026-05-09,180,15,14,28072.02,1,1,Funnel Activity,62,Moderate,Escalate for Additional Review,0,Customer 0702,Individual,United States,Low,1,12039.7,Reviewed 14 transactions over a 180-day lookback. Observed funnel activity indicators and 1 high-risk transactions. Customer KYC risk is low with case risk score 62.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0195,CUST10115,High-Risk Wires,2026-04-04,30,27,25,78180.82,4,2,Funnel Activity,84,Critical,Escalate for Additional Review,0,Customer 0116,Business,United States,High,0,23796.37,Reviewed 25 transactions over a 30-day lookback. Observed funnel activity indicators and 4 high-risk transactions. Customer KYC risk is high with case risk score 84.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0196,CUST10567,Structuring / Cash Activity,2026-05-14,60,21,25,137205.42,6,3,High-Risk Jurisdiction,49,Low,SAR Filed,1,Customer 0568,Business,Nigeria,Low,0,5477.83,Reviewed 25 transactions over a 60-day lookback. Observed high-risk jurisdiction indicators and 6 high-risk transactions. Customer KYC risk is low with case risk score 49.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0197,CUST10324,Business Activity Inconsistent with Profile,2026-08-04,90,30,72,211557.05,4,4,Funnel Activity,68,High,SAR Recommended,1,Customer 0325,Individual,United States,Low,0,1955.18,Reviewed 72 transactions over a 90-day lookback. Observed funnel activity indicators and 4 high-risk transactions. Customer KYC risk is low with case risk score 68.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0198,CUST10693,Business Activity Inconsistent with Profile,2026-01-20,180,26,113,79087.92,11,2,Activity Inconsistent with Profile,59,Moderate,Close - No Suspicion,0,Customer 0694,Individual,Turkey,Moderate,0,7108.11,Reviewed 113 transactions over a 180-day lookback. Observed activity inconsistent with profile indicators and 11 high-risk transactions. Customer KYC risk is moderate with case risk score 59.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0199,CUST10217,Business Activity Inconsistent with Profile,2026-05-25,90,17,112,653173.92,22,3,Unusual Volume,55,Moderate,Close - No Suspicion,0,Customer 0218,Individual,United States,Low,0,11670.57,Reviewed 112 transactions over a 90-day lookback. Observed unusual volume indicators and 22 high-risk transactions. Customer KYC risk is low with case risk score 55.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0200,CUST10268,P2P / Funnel Activity,2026-01-24,90,36,53,162470.17,13,2,Structuring,39,Low,Close - No Suspicion,0,Customer 0269,Individual,Turkey,Low,0,29423.08,Reviewed 53 transactions over a 90-day lookback. Observed structuring indicators and 13 high-risk transactions. Customer KYC risk is low with case risk score 39.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0201,CUST10448,P2P / Funnel Activity,2026-05-24,90,26,54,265202.98,6,2,Activity Inconsistent with Profile,66,High,Close - No Suspicion,0,Customer 0449,Individual,United States,Moderate,1,8059.88,Reviewed 54 transactions over a 90-day lookback. Observed activity inconsistent with profile indicators and 6 high-risk transactions. Customer KYC risk is moderate with case risk score 66.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0202,CUST10660,Rapid Movement of Funds,2026-07-07,60,18,21,345559.52,1,3,Activity Inconsistent with Profile,50,Moderate,Close - No Suspicion,0,Customer 0661,Business,United States,Low,0,4669.97,Reviewed 21 transactions over a 60-day lookback. Observed activity inconsistent with profile indicators and 1 high-risk transactions. Customer KYC risk is low with case risk score 50.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0203,CUST10517,Unusual Volume Increase,2026-02-08,90,30,24,154978.56,3,3,Activity Inconsistent with Profile,73,High,Escalate for Additional Review,0,Customer 0518,Individual,United States,Moderate,0,4760.89,Reviewed 24 transactions over a 90-day lookback. Observed activity inconsistent with profile indicators and 3 high-risk transactions. Customer KYC risk is moderate with case risk score 73.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0204,CUST10504,Rapid Movement of Funds,2026-05-22,90,5,105,19701.69,10,5,Unusual Volume,36,High,Close - No Suspicion,0,Customer 0505,Individual,Mexico,Low,0,14671.59,Reviewed 105 transactions over a 90-day lookback. Observed unusual volume indicators and 10 high-risk transactions. Customer KYC risk is low with case risk score 36.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0205,CUST10382,Rapid Movement of Funds,2026-03-21,90,33,77,13613.96,10,4,High-Risk Jurisdiction,54,High,Close - No Suspicion,0,Customer 0383,Individual,Nigeria,High,0,8142.08,Reviewed 77 transactions over a 90-day lookback. Observed high-risk jurisdiction indicators and 10 high-risk transactions. Customer KYC risk is high with case risk score 54.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0206,CUST10475,P2P / Funnel Activity,2026-08-19,30,34,80,219868.23,14,1,Funnel Activity,92,Critical,SAR Recommended,1,Customer 0476,Individual,United Arab Emirates,High,1,1790.51,Reviewed 80 transactions over a 30-day lookback. Observed funnel activity indicators and 14 high-risk transactions. Customer KYC risk is high with case risk score 92.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0207,CUST10308,High-Risk Wires,2026-03-01,180,37,56,93096.15,7,2,Funnel Activity,68,High,Close - No Suspicion,0,Customer 0309,Individual,United States,High,0,23177.88,Reviewed 56 transactions over a 180-day lookback. Observed funnel activity indicators and 7 high-risk transactions. Customer KYC risk is high with case risk score 68.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0208,CUST10506,Business Activity Inconsistent with Profile,2026-03-05,60,42,8,4848.24,3,6,Unusual Volume,77,Critical,SAR Recommended,1,Customer 0507,Individual,Mexico,Moderate,0,6940.71,Reviewed 8 transactions over a 60-day lookback. Observed unusual volume indicators and 3 high-risk transactions. Customer KYC risk is moderate with case risk score 77.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0209,CUST10686,Rapid Movement of Funds,2026-03-22,30,5,58,179015.66,3,3,Unusual Volume,72,High,Close - No Suspicion,0,Customer 0687,Individual,United States,Low,0,9247.63,Reviewed 58 transactions over a 30-day lookback. Observed unusual volume indicators and 3 high-risk transactions. Customer KYC risk is low with case risk score 72.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0210,CUST10584,Unusual Volume Increase,2026-06-14,90,3,103,63457.44,24,4,Funnel Activity,67,High,SAR Recommended,1,Customer 0585,Individual,United States,Low,0,2209.98,Reviewed 103 transactions over a 90-day lookback. Observed funnel activity indicators and 24 high-risk transactions. Customer KYC risk is low with case risk score 67.,Activity showed multiple unexplained red flags inconsistent with expected customer behavior.
CASE0211,CUST10349,Unusual Volume Increase,2026-08-14,30,22,92,30728.93,11,2,Activity Inconsistent with Profile,57,Moderate,Escalate for Additional Review,0,Customer 0350,Individual,Mexico,Low,0,36928.05,Reviewed 92 transactions over a 30-day lookback. Observed activity inconsistent with profile indicators and 11 high-risk transactions. Customer KYC risk is low with case risk score 57.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
CASE0212,CUST10525,Unusual Volume Increase,2026-06-28,90,43,42,97767.53,14,3,Funnel Activity,68,High,Escalate for Additional Review,0,Customer 0526,Individual,Mexico,Low,0,3061.86,Reviewed 42 transactions over a 90-day lookback. Observed funnel activity indicators and 14 high-risk transactions. Customer KYC risk is low with case risk score 68.,Reviewed activity was reasonably explained or insufficiently suspicious for SAR filing.
